NODE: 190 	 0.401408 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 91 	 0.401408 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 25 	 0.401408 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 76 	 0.401408 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 114 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 37 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 129 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 103 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 273 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 215 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 95 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 271 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 213 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 276 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 192 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 148 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 31 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 207 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 93 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 262 	 0.401409 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 242 	 0.401410 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 176 	 0.401410 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 216 	 0.401410 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 22 	 0.401410 	 299 	 299 	 1 	 4 	 6.4014 	 1 
NODE: 299 	 0.406932 	 190 	 190 	 2 	 4 	 10.4069 	 1 
NODE: 221 	 0.408206 	 299 	 31 	 1 	 4 	 6.4082 	 1 
NODE: 291 	 0.408206 	 299 	 31 	 1 	 4 	 6.4082 	 1 
NODE: 34 	 0.408207 	 299 	 31 	 1 	 4 	 6.4082 	 1 
